uid,ds,seq
25,2020-01-09,"51,38,23,3,20,26,41,14,77,76,84,15,76,21,83,89,33,14,66,81,97,67,39,98,54,98,56,81,31,24,16,7,96,5,83,27,21,63,74,40,71,73,57,84,91,86,73,87,40,28,97,93,68,70,86,62,53,12,94,25,8,15,18,91,59,66,15,84,39,37,21,12,49,53,77,42"
25,2020-01-10,"77,24,48,72,91,38,48,33,4,77,32,60,32,91,30,33,13,91,36,47,10,40,18,53,92,51,34,43,77"
26,2020-01-01,"41,52,7,11,14,59,30,49,98,17,82,98,55,61,61,86,74,84,71,43,71,76,23,68,37,27,27,2,30,3,63,25,79,78,3,48,98,25,79,15,74,86,73,93,43,80,50,7,54,100,45,37,15,2"
26,2020-01-02,"6,4,90,61,100,23,78,68,59,50,53,37,61,25,57,37,26,100,54,9,82,36,12,78,20,28,17,99,2,22,17,77,43,88,13,12,20,14,48,49,40,63,47,2,36,99,49,46,3,6,53,22"
26,2020-01-03,"20,6,17,87,25,53,78,49,36,15,83,2,26,28,36,21,62,5,21,30,75,48,17,62,30,8,74,39,11,46,88,20,15,45,59,13,23,22,96,77,5,72,84,31,78"
26,2020-01-04,"79,88,9,95,12,77,68,85,34,29,25,27,81,23,55,8,34,37,73,50,74,21,89,37"
26,2020-01-05,"56,2,19,9,47,36,78,76,43,81,8,7,3,20,18,23,97,10,34,91,18,24,65,1,65,84,97,76,52,51,52,89,68,64,32,58,39,67,91,82,73"
26,2020-01-06,86
26,2020-01-07,"8,16,100,85,49,53,72,55,56,68,98,4,93,56,65,55,34,25,46,53,24,61,56,93,76,16,19,12,18,92,51,17,96,21,23,53,52,46,57,31,9,24,44,9,17,63,44,24"
26,2020-01-08,"55,83,12,91,99,65,64,40,53,21,99,91,41,18,92,15,79,84,92,4,98,55,69,74,3,95"
26,2020-01-09,"76,7,60,6,67,39,38,2,39,42"
26,2020-01-10,"21,71,71,52,16,82,8,96,34,15,44,44,32,24,63,24,65,12,53,79,49,3,75,5,92,77,42,69,61,22,63,62,43,2,83,65,85,51,74,68,72,31,17,38,71,90,61,55,94,7,1,79,48,83,81,57,33,95,20,2,80"
27,2020-01-01,"31,1,21,7,93,50,22,99,68,94,2,40,97,39,36,15,90,96,19,89,17,70,74,46,11,74,43,46,77,11,51,37,72,65,44,72,39,62,39,20,87,13,40,19,79,48,22,97,39,21,77,9,32,28,18,80,25,97,13,75,38,7,46,69,31,84,49,57,13,25,1,20,1,29,45,53,92,67,85,59,10,11,78,83,45,13,74,6,36,57"
27,2020-01-02,"87,29,87,70,48,77,60,64,35,61,6,70,25,39,16,44,38,92,63,93,66,2,28,92,11,11,65,97,83,18,91,100,74,48,25,28,85,96,94,24,33,6,20,75,18,46,74,61,51,64,15,59"
27,2020-01-03,"93,92,4,89,35,55,16,50,77,9,16,26,100,72,11,91,71,88,23,52,2,97,37,15,22,68,7,52,85,39,38,79,94,63,38,71,45"
27,2020-01-04,"14,3,40,4,93,14,48,15,26,88,72,69,19,6,100,2,81,44,64,59,35,62,36,55,37,68,93,38,98,16,77,22,91,48,20,77,34,31,7,43,95,45,77,19,85,6,34,25,64,100,21,34,15,49,80,33,76,98,30,4,71,47,98,20,42,55,72,69,42,46,22,40,1,68,33,23,13,36,86,32,53,74,43,6"
27,2020-01-05,"90,82,36,7,83,3,81,49,100,27,66,16,43,51,65,74,76,17,44,9,77,99,18,69,37,34,50,63,51,13,2,80,98,56,63,57,47,91,16,80,92,66,78,67,50,65,57,54,27,68,46,79,16,87,73,48,58,36,26,83,64,26,70,8,7,78,47,21,88,97,61,48,42,98,61,78,43,40,69,8"
27,2020-01-06,"41,3,71,48,64,37,87,94,26,71,73,39,3,71,71,35,9,25,68,68,7,72,14,4,25,45,6,17,70,17,55,26,72,96,95,57,9,77,92,68,6,53,76,23,30,34,47,23,79,39,7,26,3,37,79,72,22,51,99,59,22,70,77,33,25,46,45,93,82,76,35,36,58,45,8,50,88,2,2,13,38,6,1,75"
27,2020-01-07,"18,86,69,82,64,5,94,61,82,32,1,4,3,90,34,50,17,86,4,2,45,63,56,26,50,6,80,28,30,66,68,16,4,81,60,40,17,79,31,44,43,11,92,32,61,6,31,38,37,7,46,82,46,64,41,32,63,63,62,20,61,20,46,33"
27,2020-01-08,"66,37,51,17,36,12,83,90,28,85,31,29,58,12,58,76,44,100,78,78,99,34,79,78,32,16,23,14,99,36,10,1,68,37,45,82,53,78,73,99,52,13,40,49,18,18,1,24,55,59,74,46,73,91,4,9,40,75,22,27"
27,2020-01-09,"46,34,52,98,91,65,25,13,72,47,83,88,42,42,40,83,65,12,99,28,28,97,71,5,74,1,40,40,39,51,12,34,91,19,95,18,4,4,15,32,52"
27,2020-01-10,"7,96,58,83,82,6,58,22,7,1,15,42,25,11,18,17,34,81,48"
28,2020-01-01,"40,12,32,91,30,19,3,99,98,82,100,91,92,10,64,10,75,2,13,67,46,44,67,64,73,43,20,96,89,49,37,88,85,89,83,89,97,86,91,13,47,93,1,33,1,39,39,42,56"
28,2020-01-02,"10,85,51,71,18,42,3,7,8,52,77,3"
28,2020-01-03,"25,18,6,14,28,48,2,79,35,16,87,42"
28,2020-01-04,"87,88,25,89,82,92,69,93,24,73,82,88,16,24,58,50,52,47,50,11,61,15,54,10,7,76,67,3,76,6,5,80,21,36,21,52,62,97,33,39,6,64,6,37,38,56,38"
28,2020-01-05,"12,48,75,88,7"
28,2020-01-06,"43,29,26,31,96,28,19,13,43,88,48,76,59,41,61,40,59,16,86,32,25,69,90,43,63,66,57,41,76,22,38,36,42,62,98,67,66,79,79,14,88,2,76,29,72,40,16,33,9,94,42,71,86,33,57,17,5,18,75,25,98,54,17,68,62,33,2,56,92,24,29,48,89,7,8,5,6,46,64,57,30,1,33,82,9,13,92,12,88"
28,2020-01-07,"34,25,76,94,15,56,100,3,28,59,80,66,47,7,25,96,28,59,67,87,74,15,82,100,7,89,7,37,75,27,96,96,39,50,13,35,64,80,65,14,79,66,45,60,6,12,96,66,1"
28,2020-01-08,"96,2,93,76,79,18,86,10,57,61,86,21,62,61,76,78,1,79,47,87,10,9,74,65,35,63,59,38,12,38,1,96,78,93,77,12,20,69,22,5,22,38,39,22,47,70,76,49,50,56,65,21,87,16,2,15,35,8,65,20,1,92,17,72"
28,2020-01-09,"44,94,95,98,48,29,29,14,77,48,16,81,5,89,48,54,79,81,91,30,16"
28,2020-01-10,"90,84,71,23,63,42,100,58,91,70,48,87,60,90,60,17,84,47,19,25,47,1,24,25,1,53,11,34,62,54,52,50"
29,2020-01-01,"25,98,4,79,79,58,72,86,11,71,7,58,37,21,67,52,11,93,38,67,15,65,94,74,45,70,68,98,43,88,59,52,66,19,89,47,50,92,12,41,69,32,89,98,27,11,34,36,69"
29,2020-01-02,"75,49,81,14,91,88,61,3,54,25,96,60,96,30,52,59,81,54,60,78,9,84,1,2,73,93,30,67,72,2,69,40,23,43,18,95,25,96,78,28,23,16,20,19,100,38,48,54,67,91,16,69,10,78,2,67,58,4,73,23,95,28,27,28,84,14,81,11,98,89,58,52,87,73,43,12,96,5,71,1,84,88,53,65,87,38,24"
29,2020-01-03,"11,98,79,7,28,63,72,20,38,90,67,100,50,6,52,42,8,81,14,12,40,46,76,44,36,25,100,14,57,3,65,48,65,24,55,62,28,79,38,65,98,89,14,88,50,51,10,25,6,89,20,19,59,6,88,33,17,100,37,91,70,45,54,98,12,99,86,37,50,41,61,96,6,30,93,49,24,2,79"
29,2020-01-04,"79,31,65,81,29,87,42,50,21,51,79,91"
29,2020-01-05,"47,35,16,30,4,96,63,25,37,69,16"
29,2020-01-06,"77,89,62,50,69,53,27,74,59,23,92,46,19,81,24,98,27,6,37,46,93,100,61,38,51,42,68,82,33,67,49,92,42,69,17,24,15,35,76,15,43,98,89,4,17,69,67"
29,2020-01-07,"94,62,13,69,38,28,35,49,54,88,61,89,54,86,12,64,55,11,100,55,79,94,98,88,68,62,83,18,45,76,51,34,97,40,63,85,28,67,31,59,5,91,25,27,86,10"
29,2020-01-08,"2,31,74"
29,2020-01-09,"57,62,42,99,44,73,38,69,54,40,57,11,55,59,26,3,26,12,25,65,62,34,61,24,45,73,37,52,12,86,84,91,40,99,23,1,49"
29,2020-01-10,"83,95,23,94,76,55,9,70,20,75,68"
30,2020-01-01,"54,44,93,65,62,65,63,85,3,24,34,49,27,84,49,81,92,35,35,17,70,78,35,90,75,83,9,49,58,39,90,23,96,90,76,48,57,39,64,84,42,81,13,28,75,9,39,39,8,19,57,67,89,9,1,35,93,79,25,20,74,83,24,95,11,32,23,4,86,16,67,62,12,61,87,19,13,16,2,12,32,92,98,51,30,1"
30,2020-01-02,"87,13,6,56,42,95,55,19,41,79,19,49,77,30,43,90,7,8,40,18,68,96,26,45,41,60,22,20,90,89,98,72,4,28,19,34,76,26,30,71,48,51,33,39,80,90,74,77,89,44,26,18"
30,2020-01-03,"63,74,14,44,77,72,44,61,65,14,89,75,40,80,18,32,45,19,43,55,13,38,36,9,68,29,52,91,14,7,44,79,54,29,35,34,10,35,97,74,44,35,57,17,16,1,16,20,23,54,80,73,70,77,85,43,95,19,6,35,48,91,77,87,38,72,94,16,66,11,89,21,7,93,35,85,43,61,97,9,87,100,86,86,94,34,100,17,49,28,41,10,42,10"
30,2020-01-04,"27,32,65,100,62,59,25,53,73,96,9,34,74,35,44,40,92,52,11,71,93,88,49,38,51,88,47,59,99,23,73,78,22,48,78,74,92,8,78,61,56,49,5,42,51,6,12,35,96,42,67,43,3"
30,2020-01-05,"16,21,51,87,60,99,28,52,46,53,51,6,90,95,41,30,71,47,57,84,32,42,80,89,51,39,81,31,62,2,83,90,43,74,7,61,52,73,77,22,38,86,61,87,67,66,82,9,31,71,19,78,62,44,42,65,24,88,65,9,38,99,6,31,64,37,12,65,33,27"
30,2020-01-06,"21,32,89,12,14,2,11,45,83,4,100,50,71,2,63,22,33,46,67,52,20,93,71,21,94,51,11,29,11,78,5,48,83,73,61,64,76,25,94,68,38,1,44,5,91,20,13,86,32,29,76,8,74,37,65,71,87,14,2,47,79,61,66,43,99,25,43,42,56,49,17,94,66,51,28,75,70,42,30,21,57,29,33,5,71,73,56,46,47,29,94"
30,2020-01-07,"54,49,87,1,56,23,84,92,30,66,80,39,82,48,100,47,56,20,54,74,31,26,8,80,52,59,46,45,75,91,3,52,92,89,17,82,3,25,79,35,60,77,6,92,26,3,49,74,91,18,1,48,24,92,11,1,2,80,62,13,51,57,72,20,92,21,34,44,56,19,35,44,6,46,51,73,52,69,81,86,80"
30,2020-01-08,"9,4,78,29,69,87,8,73,32,79,90,49,7,75,68,70,83,1,44,3,30,91,26,9,62,52,87,47,3,72,85,68,49,93,75,76,74,51,23,86,55,3,37,59"
30,2020-01-09,"8,79,59,82,14,89,37,65,65,19,59,17,44,11,66,99,36,12,72,2,65,50,77,54,100,80,72,1,63,77,32,66,72,53,30,96,48,3,73,1,28,97,5,39,16,25,100,8,34,78,18,82,4,38,10,35,58,30,73,54,83,28"
30,2020-01-10,"22,23,5,27,95,44,98,28,100,90,49,94,35,76,73,84,73,66,15,84,49,16,76,44,7,45,3,98,10,33,72,93,61,16,32,76,78,60,45,51,26,63"
31,2020-01-01,"44,54,88,62,45,47,51,29,81,68,40,89,24,87,33,97,80,33,15,10,31,96,42,2,48,64,97,31,1,70,45,55,82,90,80,79,66,53,54,28,74,6,49,44,74,57,71,52,3,45,81,69,80,73,92,50,91,13,11,39,6,74,47,45,39,95,29,77,49,98,24,85,41,3,55,22,65,99,44,64,47,15,97,42,19,3,81,68,43,34,38,28,51,7,66,92,16"
31,2020-01-02,"26,53,81,88,30,88,75,40,91,3,85,89,94,5"
31,2020-01-03,"64,8,55,73,38,54,74,17,93,11,50,65,50,68,73,73,57,92"
31,2020-01-04,"68,88,80,67,100,2,16,64,9,21,85,76,39,99,41,53,37,30,12,2,9,75,22,92,61,49"
31,2020-01-05,"38,37,9,69,98,14,38,60,81,56,19,3,78,57,65,10,19,51,84,75,46,10,19,6,62,42,46,28,50,85,12,35,28,53,47,95,73,11,65,4,1,34,66,14,88,50,62,3,70,17"
31,2020-01-06,"46,34,3,73,46,94,14,75,6,89,64,13,88,71,53,47,86,87,89,20,21,78,47,21,81,13,11,92,40,75,16,42,69,52,32,13,68,27,9,77,1,39,95,58,96,48,75,51,32,26,35,30,88,89,47,72,38,42,10,21,80,12,79,16,5,34,58,22,52"
31,2020-01-07,"15,79,40,27,26,40,41,6,76,84,17,16,17,39,95,75,8,82,46,55,68,37,50,87,97,84,97,98,52,26,39,83,64,28,34,27,16,1,95,29,90,19,15,61,88,34,92,90,87,71,6,7,42"
31,2020-01-08,"2,77,3"
31,2020-01-09,"11,98,58,36,87,88,90,47,82,9,18,94,73,50,71,17,37"
31,2020-01-10,"51,84,72,42,23,10,23,72,36,78,97,15,41,62,99,24,6,83,75,39,31,72,69,50,76,39,31,60,2,45,26,79,69,20,27,99,30,4,94,77,12,24,44,93,99,55,28,84,1,83,20,6,54,85,1,61,92,32,88,79,75,86,64,32,68,37"
32,2020-01-01,"4,73,36,90,100,89,65,8,56,82,69,21,9,27,78,100,47,8,51,45,31,15,50,10,47,10,78,1,63,99,58,39,79,16,54"
32,2020-01-02,"24,20,34,71,59,71,64,66,4,11,29,57,11,65,90,86,55,30,78,49,35,69,70,14,35,30,45,75,26,83,59,26,54,58,44,21,20,34,38,41,91,89,85,49,69,71,61,18,21,84,45,98,66,4,100,57,81,73,67,9,13,96,14,67,37,9,4,53,31,65,96,99,51,27,4,51,44,1,42,78,49,9"
32,2020-01-03,"79,15,82,86,63,1,3,72,71,64,42,96,79,17,29,46,87,39,22,84,40,14,1,40,41,24,91,4,38"
32,2020-01-04,"68,6,96,47,41,90,80,96,28,37,35,21,9,51,3,53,88,36,80,17"
32,2020-01-05,"34,79,2,57,40,79,66,12,24,50,90,90,71,29,69,75,10,69,34,31,22,60,19,57,22,81,23,76,72,14,7,12,39,39,45,62,23,100,31,54,67,71,73,64,24,16,86"
32,2020-01-06,"91,83,66,92,67,5,52,83,86,86,96,13,30,25,85,7,26,26,54,65,71,90,32,70,9,8,3,85,95,28,11,71,71,99,26,55,53,22,65,13,98,39,80,74,33,70,4,70,24,5,18,47,66,7,39,85,73,80,14,7,100,3,86,54"
32,2020-01-07,"70,53,13,33,37,86,93,7,7,43,56,6,85,25,82,62,41,89,84,37,11,62,22,96,53,10,99,48,82,87,12,63,1,85,61,52,12,96,100,84,43,38,52,75,91,69,98,45,55,4,50,60,17,95,30,68,32,90"
32,2020-01-08,"67,75,8,2,34,35,6,53,68,5,84,16,68,44,25,42,5,43,44,73,2,41,16,100,12,84,48,91,34,74,6,38,20,2,18,10,55,44,34,80,49,35,37,58,20,71,75,95,24,55,9,57,46,79,13,39,27,9,2,67,83,71,31,22,54,28,96,19,85,36,74,33,17,13,94,91,32,94,69,32,9,25,51,2,96,47,73"
32,2020-01-09,"5,23,7,25,84,76,59,10,53,65,12,66,15,80,46,69,50,75,75,49,85,34,61,96,75"
32,2020-01-10,"60,46,41,17,64,75,62,37,14,74,3,90,30,16,83,39,27,59,17,4,95,100,5,21,7,19,63,24,59,15,16,23,11,54,32,78,63,76,50,29,49,68,68,21,36,80,42,13,19,76,17,82,9,97,11,72,41,30,37,11,48,56,19,73,19,16,49,76,74"
33,2020-01-01,"26,40,31,91,64,85,24,96,63,19,15,63,57,51,97,58,32,11,77,2,78,50,97,89,79,53,62,6,76,40,100,89,72,83,72,62,15,90,30,1,13,72,17,12,96,44,85,100,67,96,89,50,56,5,52,7,35,87,25,19,57,86,70,94,53,43,18,97,44,1,56,70,91,1,41,53,55,8,98,61,79,34,34,91,99,36,84,92,88,54,52,91,49,83,55,92,6,12"
33,2020-01-02,"19,2,28,50,20,34,1,57,76,34,81,38,17,87,3,55,80,97,92,12,19,5,61,65,35,65,78,41,80,6,61,100,2,52,91,54,28,20,95,100,3,88,62,75,97,24,23,2,16,68,33,89,1,62,83,65,64,58,7,44,93,80,57,88,54,2,99,7,55,45,52,7,51,96,8,53,73,3,58,81,58,65,37,63,13,71,26,93,38,71,66"
33,2020-01-03,"67,77,56,65,39,81,82,7,88,57,22,9,35,89,65,77,99,12,74,39,42,24,29,83,1,75,69,63,47,97,34,81,4,95,7,95,48,8,97,9,36,67,17,59,40"
33,2020-01-04,"78,90"
33,2020-01-05,"18,99,32,39,75,56,32,11,49,80,24,3,8,78,20,72,25,39,94,8,64,95,5,91,95,64,80,16,75,58,41,95,8,73,85,66,12,18,40,16,61,20,33,33,44,83,17,29,92,92,89,60,35,56,85,76,27,74,37,32,15,57,59,94,74,80,69,74,71,84,18,91,52,11,55,51,63,14,44,35,36,7,52,80,20,21,70,69,82,99,88"
33,2020-01-06,"47,36,38,44,98,26,75,10,48,84,56,72,11,84,87,37,96,31,85,40,58,63,94"
33,2020-01-07,"23,51,26,63,52,56,59,25,17,19,51,96,83,76,13,29,44,72,40,78,61,98,27,95,9,55,87,29,37,89,84,82,96,94,64,18,55,95,45,100,88,42,5,87,73,6,81,23,30,62,65,22,90,14,90,37,92,89,48,32,49,37,66,12,56,8,23,44,76,46,87,37,12,39,80,19,54,11,30,95,30,65,78,77,55,88,63,57"
33,2020-01-08,"74,15,15,90,92,79,41,76,14,21,97,13,4,67,61,79,18,69,3,84,51,19,55,90,19,46,53,6,63,19,2,12,65,33,95,83,68,41,3,23,70,88,78,36,98,88,93,68,45,79,45,78,4,29,61,79,12"
33,2020-01-09,"40,89,98,3,71,87,25,16,88,78,6,46,79,93,15,19,10,55,57,65,13,68,60,3,16,61,70,46,31,39,58,32,90,64,55,71,73,1,73,51,64,70,42,15,100,18,13,38,77,47,5,60,64,100,50,10,97,71,24,15,9,78,41,22,98,47,30,86,53,89,71,15,42,70,46,1,44,70,75"
33,2020-01-10,"16,82,82,89,50,18,55,5,58,58,82,70,37"
34,2020-01-01,"89,1,83,39,74,88,92,73,70,39,70,10,32,84,14,76,39,55,22,26,70,34,62,91,44,49,76,68,3,55,50,92,80,82,23,93,37,76,15,65,40,93,98,27,21,19,16,8,82"
34,2020-01-02,"39,15,76,4,71,58,7,88,35,91,98,46,8,49,64,76,81,8,63,59,82,14,23,7,29,19,15,77,12,39,34,74,27,6,5,5,93,14,31,59,52,52,4,72"
34,2020-01-03,"67,8,55,25,94,67,9,55,63,41,52,6,14"
34,2020-01-04,"92,76,31,83,86,12,86,1,2,22,90,33,79,51,79,80,39,12,92,57,74,95,15,72,30,43,9,5,67,35,3,39,18,56,35,53,28,44,37,37,63,64,86,11,86,56,49,94,15,14,15,24,76,97,35,66,71,85,98,51,62,63,32,14,24,14,85,45,93,60,83,15,87,85,42,37,76,19,67,67,78,65,52,14"
34,2020-01-05,"35,70,43,41,31,33,16,33,16,66,28,90,25,65,43,58,71,78,85,26,77,77,66,99,81,49,55,52,33,37,71,12,26,52,8,93,34,68,92,77,78,82,49,12,81,85,47,66,21,34,74,19,80,70,94,72,11,63,67,19,34,100,16,48,29,35,46,38"
34,2020-01-06,"66,98,39,34,2,8,49,34,8,98,86,56,40,29,62,40,84,38,38,99,8,58,38,91,69,75,38,95,29,89,6,100,54,85,46,99,54,94,2,57,56,69,4,64,99,28,14,83,33,40,87,45,70,4,31,67,77,34,90,83,44,24,48,29,53,50,82,83,34,93"
34,2020-01-07,"39,96,59,64,22"
34,2020-01-08,"90,47,85,77,63,95,33,7,92,42,68,53,72,58,37,85,58,6,54,83,35,7,37,99,36,56,82,89,20,11,79,96,67,30,98,54,78,89,55,3,12,14,12,69,68,57,4,57,100,26,91,72,14,100,27,3,11,67,98,18,55,57,12"
34,2020-01-09,"30,76,97,45,72,83,20,5,100,25"
34,2020-01-10,"29,2,89,88,50,59,44,46,6,89,80,100,57,95,77,19,1,80,93,99,98,12,91,31,29,54,86,58,35,47,34,40,92,23,6,66,44,95,70,53,33,80,13,3,65,19,27,43,9,13,26,87,92,22,26,52,6,36,10,39,10,26,68,26,50,63,38,15,18,11,4,16,77,85,87,25,88,30,50,30,16,80,34,33,78,33"
35,2020-01-01,"92,10,13,18,97,26,97,91,41,20,80,80,95,94,87,26,25,76,17,62,8,65,42,31,36,38,56"
35,2020-01-02,"25,86,35,40,11,6,34,9,55,87,23,80,4,4,12,44,75,29,61,58,97,11,4,99,93,78,86,63,64,74,69,51,100,45,8,8,25,23,58,8,47,41,27,72,62,84,29,78,12,77,32,98,58,38,81,40,93,24,49,82,23,95,67,34,9,97,6,26,65,12,33,5,64,99,16,3,22,5,31,41,63,31,30,7,97,85,20,30,89,92,51,97,67,22,69,99,85,21"
35,2020-01-03,"70,93,23,26,49,12,33,39,92,94,94,45,42,100,41,39,29,31,38,20,63,46,98,57,18,76,45,65"
35,2020-01-04,"46,43,65,81,19,11,4,64,14,22,45,34,100,80,86,2,64,82,23,53"
35,2020-01-05,"77,31,23,25,35,8,75,50,84,16,19,45,30,84,21,6,38,78,55,94,6,31,76,83,91,52,77,4,10,41,76,21,74,11,72,59,12,83,96,66,55,68,67,28,37,3,95,35,4,20,94,61,96,90,16,16,59,42,19,34,100,86,66,76,16,99,30,37,7,39"
35,2020-01-06,"98,26,64,45,63,82,82,74,78,10,63,8,56,55,99,69,17,32,24,14,95,21,56,40,57,66,90,85,6,6,38,25,16,46,99,11,12,3,83,76,21,91,39,86,58,36,9,21,98,2,27,96,32,59,39,68,19,50,68,8,48,97,81,38,56,29,44,32,21,63,23,32,41,39,3,5,43,100,1,84,49,60,91,36,90,36,91,28,32,44,11,52,5,93,85,8,77,23,49"
35,2020-01-07,"23,96,89,18,19,11,79,5,16,95,92,23,53,27,40,57,28,24,23,84,45,31,53,69,13,20,30,57,23,76,54,96,6,10,62,10,86,96,18,29,60,37,33,79,42,83"
35,2020-01-08,"90,30,78,51,41,80,69,83,62,22,4,4,38,45,8,91,1,69,78,39,47,76,12,10,11,67,29,4,40,59,2,13,16,92,73,94,94,13,8,19,76,41,74,6,58,97,27,94"
35,2020-01-09,"58,81,62,81,43,29,56,26,5,53,24,55,9,23,88,60,20,75,56,2,3,87,39,10,18,81,45,50,52,20,55,47,11,22,3,32,36,41,37,75,33,87,47,60,38,20,47,91,16,41,28,7,5,51,59,62,78,55,24,64,9,89,5,61,83,30,76,75,15,50,48,86,68,14,85,48,61,71,47,92,99,45,86,71,43,33,48,68"
35,2020-01-10,"47,97,87,32,39,44,11,93"
36,2020-01-01,"54,31,7,41,34,28,28,50,56,50,61,43,59,75,55,66,99,75,2,90,69,84,91,79,53,20,25,14,8,71,23,46,92,82,69,84,53,50,33,94,73,89,67,76,57,8,21,41,94,20,46,31,3,88,69,18,82,59,48,41,69,4,66,9,6,82,27,94,41,12,1,51,53,84,64,3,8"
36,2020-01-02,"2,60,75,75,22,2,33,25,79,13,13,33,45,76,56,77,36"
36,2020-01-03,"6,90,69,88,12,92,93,78,86,88,18,53,28,47,16,52,87,23,100,79,90,99,17,15,62,49,85,37,71,55,82,42,38,67,64,26,64,6,59,52,98,20,23,21,94,24,38,29,50,97,71,80,89,45,10,21,90,39,52,75,93,8,78,90,90,35,34,14,71,63,64,54,63,5,72,82,41,1,13,42,58,33,73,2,29,94,36,23,68"
36,2020-01-04,"38,45,68,94,18,47,1,55,62,70,56,59,97,10,56,2,4,22,88,17,91,73,44,17"
36,2020-01-05,"20,59,85,95,84,8,51,82,62,90,24,14,78,2,43,82,78,72,48,76,97,41,55,40,40,37,67,36,68,74,98,75,48,82,27,66,1,39,41,78,2,56,59,60,73,93,49,3,13,30,18,27,65,66,85,42,82,95,9,23,28,83,96,90,22,5,32,40,36,77,40,77,89,39"
36,2020-01-06,"70,97,84,29,79,81,12,70,69,14,88,87,32,100,71,99,97,45,59,50,47,77,19,56,54,89,3,49,1,60,44,50,22,38,74,35,68,27,100,21,88,100,10,22,80,24,50,59,42"
36,2020-01-07,"49,62,17,77,50,40,4,43,73,87,25,38,87,18,19,60,11,59,67"
36,2020-01-08,"29,32,92,25,49,30,14,82,12,55,78,81,24,10,36,33,64,47,38,83,18,74,98,96,54,42,18,34"
36,2020-01-09,"1,53,40,58,11,29,89,86,39,94,31,9,91,57,57,88,95,8,75,35,55,73,88,44,27,55,8,59,2,44,47,18,57,86,69,98,19,19,5,58,30,44,60,35,97,96,39,73,65"
36,2020-01-10,"73,28,99,75,94,8,16,9,5,52,43,64,49,40,53,64,34,17,11,35,53,32,14,80,68,52,47,49,31,9,86,30,36,98,56,1,2,85,90,30,94,98,64,45,79,88,8,32,45"
37,2020-01-01,"58,98,34,87,49,2,5,63,64,61,54,65,40,76,92,41,48,16,4,42,98"
37,2020-01-02,"98,48,21,7,98,9,18,55,80,24,2,42,61,1,91,18,38,29,85,9,98,87,77,53,90"
37,2020-01-03,"27,95,47,72,32,5,42,86,90,22,49,87,38,48,26,6,58,90,14,40,84,69,64,2,99,36,1,39,15,36,47,10,96,79,24,42,100,48,81,36,12,91,37,43,44"
37,2020-01-04,"56,94,37,18,2,33,52,38,55,31,9,66,40,50,59,89,8,56"
37,2020-01-05,"36,71,40,40,39,98,79,18,76,42,17,80,83,36,75,60,40,91,11,57,72,79,42,34,59,77,60,25,79,89,33,5,92,10,92,91,47,49,28,69,38,18,5,1,12,80,98"
37,2020-01-06,"9,91,71,36,78,50,1,50,30,13,88,92,35,5,20,91,4,7,48,85,6,14,42,90,25,13,3,25,78,35,100,91,93,88,98,70,87,85,16,79,5,2,62,53,97,32,34,28,67,73,60,42"
37,2020-01-07,"27,93,28,45,25,42,28,76,8,97,100,61,45,20,88,80,61,46,41,23,11,4,49,72,82,11,71,89,46,79,60,38,85,19,29,62,5,65,66,3"
37,2020-01-08,"61,94,76,59,82,98,58,59,26,13,95,62,23,20,100,98,74,30,25,83,23,77,19,23,78,12,24,82,41,33,37,13,83,13,33,26"
37,2020-01-09,"26,28,56,49,42,99,8,74,98,19,49,46,37,30,4,100,82,93,65,4,54,46,53,72,53,43,55,21,52,93,33,92,8,20"
37,2020-01-10,"24,92,25,36,10,12,64,24,6,56,7,39,18,11,1,39,94,34,74,64,71,32,53,11,41,10,21,67,39,76,64"
38,2020-01-01,"36,14,96,9,16,78,60,28,40,88,31,23,77,46,93,20,30,58,11,61,95,12,3,98,54,24,96,83,32,52,54"
38,2020-01-02,"23,78,20,58,23,99,59,53,44,44,39,90,11,48,75,2,3,54,34,15,78,47,56,43,55,38,11,15,96,5"
38,2020-01-03,"93,32,34,71,91,41,71,64,5,2,33,16,31,1,21,36,19,75,48,80,14,95,91,10,42,20,22,56,27,46,59,75,69,67,54,99"
38,2020-01-04,"55,73,46,28,18,16,73,63,63,31,92,71,96,6,22,80,25,93,100,79,42,81,38,61,21,11,64,94,87,76,9,16,81,59,22,23,26,4,74,33,60,31,93,28,31,81,38,80,36,31,75,83,66,46,45,31,5,12,76,53,33,30,42,1,40,56,48,73,74,84,48"
38,2020-01-05,"70,84,42,10,83,86,27,11,54,57,42,97"
38,2020-01-06,"7,100,88,10,72,64,3"
38,2020-01-07,"47,62,11,20,74,2,52,45,43,45,70,83,94,57,24,34,39,67,49,45,90,74,55,88,58,92,99,14,66,58,23,12,28,79,80,13,3,39,60,83,20,12,10,73,52,18,57,4,58,83"
38,2020-01-08,"21,36,28,44,100,13,36,100,36,66,80,91,25,84,16,18,85,34,91,95,55,64,71,76,28,95,55,15,34,43,28,39,6,51,70,51,53,32,12,64,35,45,16,80,96,21,30,91,28,70,81,41,43,98,40,51,32,33,56,20,61,16,70,53,96,95,63,79,5,29,82,24,79,60,39,60,36,55,75,70,39,91,63,45,58,2,98,13,100,35"
38,2020-01-09,"3,70,55,95,28,85,62,24,80,68,45,95,53,69,86,9,72,97,94,89,42,40,55,30,81,77,100,82,54,94,23,72,74,57,8,4,97,78,51,48,25,77,35,41,99,59,25,28,36,10,37,31,69,66,29,100,81,4,52,20,70,9,9,44,41,91,47,85,94,56"
